image_1,worker_id,part,category,time,folder,text_1,tokenized_1,lower_1,no_punc_1,no_punc_str_1,split,ID,part_name
170,A1VMPZVVVZUCS4,2,face,213.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"small, horizontal, slightly smiling","['small', ',', 'horizontal', ',', 'slightly', 'smile']","['small', ',', 'horizontal', ',', 'slightly', 'smile']","['small', 'horizontal', 'slightly', 'smile']",small horizontal slightly smile,train,3d901956-aaf6-4ea0-9f0c-2784fb87ac84,mouth
265,A1VMPZVVVZUCS4,2,face,213.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"wide, dimpled, smiling","['wide', ',', 'dimple', ',', 'smile']","['wide', ',', 'dimple', ',', 'smile']","['wide', 'dimple', 'smile']",wide dimple smile,train,e54832c7-1d89-4c55-81df-db8cfd4aadea,mouth
129,A1VMPZVVVZUCS4,4,face,213.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,upside-down U-shaped,"['upside', '-', 'down', 'u', '-']","['upside', '-', 'down', 'u', '-']","['upside', 'down', 'u']",upside down u,train,d2be998b-b84c-42c0-a51e-bc217bf77bf4,hair
367,A1VMPZVVVZUCS4,4,face,213.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,straight,['straight'],['straight'],['straight'],straight,train,3d2e2a35-66d7-488e-a8b3-1eb786f29054,hair
80,A1VMPZVVVZUCS4,6,face,213.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"unclosed ovular, thin-necked","['unclosed', 'ovular', ',', 'thin', '-', 'necked']","['unclosed', 'ovular', ',', 'thin', '-', 'necked']","['unclosed', 'ovular', 'thin', 'necked']",unclosed ovular thin necked,dev,b6a12e4f-19b3-4c4b-8404-4d54e2069b7e,face
398,A1VMPZVVVZUCS4,6,face,213.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"round, circular","['round', ',', 'circular']","['round', ',', 'circular']","['round', 'circular']",round circular,train,ed492ebd-c8ee-49aa-bac1-8dc16e1b14e7,face
145,A38DXFI1TZA295,0,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,circular inside circular,"['circular', 'inside', 'circular']","['circular', 'inside', 'circular']","['circular', 'inside', 'circular']",circular inside circular,train,833f30f1-f3e5-42bb-96ab-f0761750ca36,eyes
466,A38DXFI1TZA295,0,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,I-shape inside pear-shaped,"['I', '-', 'inside', 'pear', '-']","['i', '-', 'inside', 'pear', '-']","['i', 'inside', 'pear']",i inside pear,train,163795df-65a0-4a2d-9dcc-852df054492f,eyes
101,A38DXFI1TZA295,1,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,small dot,"['small', 'dot']","['small', 'dot']","['small', 'dot']",small dot,train,823698df-4de8-4e12-ba5d-c23875f9d5ab,nose
581,A38DXFI1TZA295,1,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,L-shaped,"['l', '-']","['l', '-']",['l'],l,train,0d4416c4-6844-4bd6-a6df-0961898f5557,nose
685,A38DXFI1TZA295,2,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,bowed linear,"['bow', 'linear']","['bow', 'linear']","['bow', 'linear']",bow linear,test,f5478c01-2df2-470f-aa47-c95d08512a65,mouth
98,A38DXFI1TZA295,2,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,curved line,"['curve', 'line']","['curve', 'line']","['curve', 'line']",curve line,train,e63e38d4-ce99-4d91-bc2e-59269b4e9da1,mouth
460,A38DXFI1TZA295,4,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,wavy,['wavy'],['wavy'],['wavy'],wavy,train,920f9398-743f-452c-b8e1-793a28ad22ea,hair
427,A38DXFI1TZA295,4,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,scrambled lines,"['scramble', 'line']","['scramble', 'line']","['scramble', 'line']",scramble line,dev,0be99f94-90d2-4906-8744-f033683a4cac,hair
769,A38DXFI1TZA295,6,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,ovoloid,['ovoloid'],['ovoloid'],['ovoloid'],ovoloid,train,f0d93c67-825d-427b-87fc-2751a38a40a1,face
173,A38DXFI1TZA295,6,face,505.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,egg-shaped,"['egg', '-']","['egg', '-']",['egg'],egg,train,96dec885-450b-42e9-a3b1-f466a13954dd,face
332,A2WF2DE5P4TT31,0,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Spherical,['spherical'],['spherical'],['spherical'],spherical,dev,856c45c8-bda9-4c70-a575-055b3d945638,eyes
202,A2WF2DE5P4TT31,0,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Squared,['Squared'],['squared'],['squared'],squared,train,505fc582-1664-4904-a3c7-e51f599098f7,eyes
282,A2WF2DE5P4TT31,1,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Straight,['straight'],['straight'],['straight'],straight,train,6927680f-e52b-450a-8e1f-d9c6f5cad58b,nose
655,A2WF2DE5P4TT31,1,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Arch shaped,['arch'],['arch'],['arch'],arch,train,7e5a7b52-c49d-4ec5-96e1-8bb19ebdb5df,nose
465,A2WF2DE5P4TT31,2,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Broad,['Broad'],['broad'],['broad'],broad,train,7b8532b9-fb8e-49b8-bfa3-d52006a7c37c,mouth
105,A2WF2DE5P4TT31,2,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Tiny,['tiny'],['tiny'],['tiny'],tiny,train,ab5fa0a4-9546-4c4b-92b4-1e73480297d4,mouth
493,A2WF2DE5P4TT31,4,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Short,['short'],['short'],['short'],short,train,936d870f-6e7e-4333-acb2-232aa37f0b29,hair
345,A2WF2DE5P4TT31,4,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Extensive,['extensive'],['extensive'],['extensive'],extensive,train,122e6853-fd31-4b7d-9902-d267e6dd8352,hair
700,A2WF2DE5P4TT31,6,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Unequal circle,"['unequal', 'circle']","['unequal', 'circle']","['unequal', 'circle']",unequal circle,train,316173f2-b24d-4585-9c45-3f2f25d0712b,face
415,A2WF2DE5P4TT31,6,face,166.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,Ring shaped,['Ring'],['ring'],['ring'],ring,train,00f5b19d-899b-44e0-b0dc-a84dbfe68c01,face
561,A1PTH9KTRO06EG,0,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,circle,['circle'],['circle'],['circle'],circle,train,c5df1807-4404-48bb-8dad-b839038330ff,eyes
711,A1PTH9KTRO06EG,0,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,small,['small'],['small'],['small'],small,train,84c70794-c879-4d92-b276-00ec44a68f03,eyes
758,A1PTH9KTRO06EG,1,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,triangle,['triangle'],['triangle'],['triangle'],triangle,train,95b1aea3-7c2a-4c49-985b-d5cb4309194a,nose
247,A1PTH9KTRO06EG,1,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,thin,['thin'],['thin'],['thin'],thin,train,e82fd9f3-0b04-4924-be15-bb687e239220,nose
292,A1PTH9KTRO06EG,2,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,happy,['happy'],['happy'],['happy'],happy,train,72097414-f1d8-482b-8f65-16a9687f963c,mouth
416,A1PTH9KTRO06EG,2,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,open,['open'],['open'],['open'],open,train,dec1ce6c-e985-4070-86a9-52bbcba6affd,mouth
402,A1PTH9KTRO06EG,4,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,spiky,['spiky'],['spiky'],['spiky'],spiky,train,22239f54-c5ce-4028-9048-e51558cf0a36,hair
3,A1PTH9KTRO06EG,4,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,thin,['thin'],['thin'],['thin'],thin,test,9aa426ed-f164-409d-b22e-a0e0bce2cdfe,hair
68,A1PTH9KTRO06EG,6,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,circle,['circle'],['circle'],['circle'],circle,train,67b3a2cb-f8e1-49dc-ad67-fa5948451b31,face
275,A1PTH9KTRO06EG,6,face,69.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,oval,['oval'],['oval'],['oval'],oval,train,12194060-2322-4e05-8d2d-930a660c0f4d,face
426,A1AZGP16G9TURZ,0,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,round diagonal,"['round', 'diagonal']","['round', 'diagonal']","['round', 'diagonal']",round diagonal,train,d253e566-303a-4dcf-ba25-296b17d7be4b,eyes
484,A1AZGP16G9TURZ,0,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,triangular,['triangular'],['triangular'],['triangular'],triangular,train,b468d8df-f3b6-41b9-b45a-f948eb5e921d,eyes
766,A1AZGP16G9TURZ,1,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,tiny,['tiny'],['tiny'],['tiny'],tiny,test,fac164a0-2561-4833-8c16-9f04e71fa01d,nose
44,A1AZGP16G9TURZ,1,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,angled,['angle'],['angle'],['angle'],angle,test,fe7d1309-42b4-496a-a595-90ca988ed651,nose
320,A1AZGP16G9TURZ,2,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,curved,['curve'],['curve'],['curve'],curve,dev,34d2ecca-607c-4435-b182-01e27342c965,mouth
501,A1AZGP16G9TURZ,2,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,rectangular,['rectangular'],['rectangular'],['rectangular'],rectangular,test,94808afb-e449-4baf-86f0-6a8a886acfeb,mouth
535,A1AZGP16G9TURZ,4,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,straight,['straight'],['straight'],['straight'],straight,train,7c6ae3bd-3fc4-4b26-b9f5-28deebe222bf,hair
450,A1AZGP16G9TURZ,4,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,jagged,['jag'],['jag'],['jag'],jag,train,9c7d3929-0407-4958-bb51-d023172d39bc,hair
194,A1AZGP16G9TURZ,6,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,square,['square'],['square'],['square'],square,test,aff1fe38-efd5-4a0f-ab90-c5f254c2a276,face
387,A1AZGP16G9TURZ,6,face,104.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,round,['round'],['round'],['round'],round,train,642bac72-3e84-4732-9f31-05c0b77c61e6,face
701,A272X64FOZFYLB,0,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,bumpy curved,"['bumpy', 'curve']","['bumpy', 'curve']","['bumpy', 'curve']",bumpy curve,train,1f815766-2ceb-4659-b6e3-857e89e8d136,eyes
32,A272X64FOZFYLB,0,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,smooth circular,"['smooth', 'circular']","['smooth', 'circular']","['smooth', 'circular']",smooth circular,train,84348c2b-3aed-46f2-a397-7a08c1ecb3bb,eyes
735,A272X64FOZFYLB,1,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,bent,['bent'],['bent'],['bent'],bent,train,0db0e7a0-3480-4369-bfc5-9cf9fdf54b73,nose
79,A272X64FOZFYLB,1,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,sideways P-shaped,"['sideways', 'p', '-']","['sideways', 'p', '-']","['sideways', 'p']",sideways p,test,8a9f75e8-952c-4edd-a5ca-48375a345dd4,nose
223,A272X64FOZFYLB,2,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,narrow curved unsymmetrical,"['narrow', 'curve', 'unsymmetrical']","['narrow', 'curve', 'unsymmetrical']","['narrow', 'curve', 'unsymmetrical']",narrow curve unsymmetrical,train,18bd4dfe-f141-467d-9a62-1e156a6501d3,mouth
23,A272X64FOZFYLB,2,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,wide curved unsymmetrical,"['wide', 'curve', 'unsymmetrical']","['wide', 'curve', 'unsymmetrical']","['wide', 'curve', 'unsymmetrical']",wide curve unsymmetrical,train,040ff6b7-e46e-427e-bbf0-2d6de4e1ace5,mouth
59,A272X64FOZFYLB,4,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,spiky zig-zagged,"['spiky', 'zig', '-', 'zagged']","['spiky', 'zig', '-', 'zagged']","['spiky', 'zig', 'zagged']",spiky zig zagged,train,2da19a68-6d03-43d8-887c-be91f15e4aad,hair
221,A272X64FOZFYLB,4,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,straight,['straight'],['straight'],['straight'],straight,dev,3ad21654-6c52-47dd-84bd-b815d0be8400,hair
79,A272X64FOZFYLB,6,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,smooth circular,"['smooth', 'circular']","['smooth', 'circular']","['smooth', 'circular']",smooth circular,test,be1d845e-612f-4888-b032-dd8b83dcc17f,face
188,A272X64FOZFYLB,6,face,190.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,squarish,['squarish'],['squarish'],['squarish'],squarish,train,41859f2c-8e82-4f87-8ad4-58d4c0884478,face
400,A1VMPZVVVZUCS4,0,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,circular,['circular'],['circular'],['circular'],circular,train,c958e8d1-9651-4017-be53-43941f37cbc9,eyes
215,A1VMPZVVVZUCS4,0,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"thin, vertical","['thin', ',', 'vertical']","['thin', ',', 'vertical']","['thin', 'vertical']",thin vertical,train,c8cd8f63-fb69-4eff-97d3-ea76ecad2c60,eyes
381,A1VMPZVVVZUCS4,1,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"small, U-shaped","['small', ',', 'u', '-']","['small', ',', 'u', '-']","['small', 'u']",small u,train,5a31364c-d95a-4d0c-ac64-768f71d3f435,nose
744,A1VMPZVVVZUCS4,1,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"small, C-shaped","['small', ',', 'c', '-']","['small', ',', 'c', '-']","['small', 'c']",small c,train,527cabd1-c7ce-48df-8298-5de3dc3e68b8,nose
73,A1VMPZVVVZUCS4,2,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"long, shallow, U-shaped","['long', ',', 'shallow', ',', 'u', '-']","['long', ',', 'shallow', ',', 'u', '-']","['long', 'shallow', 'u']",long shallow u,test,cd0171fb-067f-4c11-b9dc-3d1be5be576e,mouth
105,A1VMPZVVVZUCS4,2,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"medium-sized, U-shaped","['medium', '-', ',', 'u', '-']","['medium', '-', ',', 'u', '-']","['medium', 'u']",medium u,train,713c0db9-92b0-4db0-8031-fd4198df137f,mouth
24,A1VMPZVVVZUCS4,4,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"one, single-stranded","['one', ',', 'single', '-', 'strand']","['one', ',', 'single', '-', 'strand']","['one', 'single', 'strand']",one single strand,train,070ec4f1-39c7-4cd4-a562-a251a0a6927b,hair
134,A1VMPZVVVZUCS4,4,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"symmetrical, plentiful","['symmetrical', ',', 'plentiful']","['symmetrical', ',', 'plentiful']","['symmetrical', 'plentiful']",symmetrical plentiful,test,f7377f6b-9531-45f9-8e67-0b6dd4e4d6a5,hair
206,A1VMPZVVVZUCS4,6,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,"big, round","['big', ',', 'round']","['big', ',', 'round']","['big', 'round']",big round,train,f21cf48e-e477-453d-81f6-56ebba7bfc48,face
316,A1VMPZVVVZUCS4,6,face,175.2,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,oval,['oval'],['oval'],['oval'],oval,train,e6db321f-d310-4eeb-844d-71e00c95cfce,face
663,A1YSYI926BBOHW,0,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,lines,['line'],['line'],['line'],line,train,2414ac02-9e43-4f97-8173-3f9909221e01,eyes
232,A1YSYI926BBOHW,0,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,circular,['circular'],['circular'],['circular'],circular,train,94b21a0e-55ee-46d5-b1c0-4fc0553b7374,eyes
526,A1YSYI926BBOHW,1,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,pointy,['pointy'],['pointy'],['pointy'],pointy,test,735a3b3b-eb51-49e5-8813-c8b64408a081,nose
207,A1YSYI926BBOHW,1,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,oval,['oval'],['oval'],['oval'],oval,train,1b17bfda-005b-4dca-b8f0-d11684dc1702,nose
390,A1YSYI926BBOHW,2,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,no lips,"['no', 'lip']","['no', 'lip']","['no', 'lip']",no lip,train,46013db1-eeee-4353-9556-cfede7d9f1b9,mouth
593,A1YSYI926BBOHW,2,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,lips,['lip'],['lip'],['lip'],lip,train,e6d8ce1c-2627-4cdd-977c-79be662c00ff,mouth
465,A1YSYI926BBOHW,4,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,up,['up'],['up'],['up'],up,train,57a96add-8cc5-42fe-9b79-ae1ef80132cb,hair
162,A1YSYI926BBOHW,4,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,down,['down'],['down'],['down'],down,train,59d279cd-9727-45cd-86d0-948c3e7ebcb5,hair
383,A1YSYI926BBOHW,6,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,pointed chin,"['point', 'chin']","['point', 'chin']","['point', 'chin']",point chin,train,cab4d7e2-3843-4a00-bd12-b0446443e759,face
380,A1YSYI926BBOHW,6,face,105.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,no chin,"['no', 'chin']","['no', 'chin']","['no', 'chin']",no chin,train,7bd1be46-2493-4c1d-b567-bc018702ae08,face
227,A2BEL77FLYXFJS,0,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,beady,['beady'],['beady'],['beady'],beady,dev,132bc055-e45e-4538-b964-f4122715e1b4,eyes
534,A2BEL77FLYXFJS,0,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,wide,['wide'],['wide'],['wide'],wide,train,c287c98d-dfef-4380-a5c5-67c3a3b27a0e,eyes
216,A2BEL77FLYXFJS,1,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,curved,['curve'],['curve'],['curve'],curve,train,5fd54c16-774e-416c-95e7-6d46ae3b5f2f,nose
514,A2BEL77FLYXFJS,1,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,pointy,['pointy'],['pointy'],['pointy'],pointy,train,8f76e2ee-c32c-484c-8e45-86e739064f27,nose
247,A2BEL77FLYXFJS,2,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,lopsided,['lopsided'],['lopsided'],['lopsided'],lopsided,train,d09a1194-275a-43cf-80bd-d36fbcc9e671,mouth
580,A2BEL77FLYXFJS,2,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,evenly curved,"['evenly', 'curve']","['evenly', 'curve']","['evenly', 'curve']",evenly curve,train,98650aa5-33e7-4cd9-9c35-6514a44db690,mouth
794,A2BEL77FLYXFJS,4,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,long flowing,"['long', 'flow']","['long', 'flow']","['long', 'flow']",long flow,train,a681b6a6-b607-4bee-b5c5-6ca8a550cc14,hair
3,A2BEL77FLYXFJS,4,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,straight flyaway,"['straight', 'flyaway']","['straight', 'flyaway']","['straight', 'flyaway']",straight flyaway,test,8a032129-05b0-4095-9e0a-947c7419ef34,hair
757,A2BEL77FLYXFJS,6,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,pointed,['point'],['point'],['point'],point,train,0d92b67b-19ab-4efc-ba74-0d874a326e2e,face
367,A2BEL77FLYXFJS,6,face,64.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,almond shaped,['almond'],['almond'],['almond'],almond,train,58be64d8-46aa-464f-827a-b18259413dc4,face
416,A22HIX1M4QXZBB,0,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,wide oval,"['wide', 'oval']","['wide', 'oval']","['wide', 'oval']",wide oval,train,0be634bc-b507-449e-9ccc-44ea02b170b5,eyes
419,A22HIX1M4QXZBB,0,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,small round squiggly,"['small', 'round', 'squiggly']","['small', 'round', 'squiggly']","['small', 'round', 'squiggly']",small round squiggly,train,11b6536b-00c7-4853-80b3-b1ae789ec045,eyes
425,A22HIX1M4QXZBB,1,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,small half triangle,"['small', 'half', 'triangle']","['small', 'half', 'triangle']","['small', 'half', 'triangle']",small half triangle,train,c362a578-68df-4232-ad65-f80e6d71d973,nose
94,A22HIX1M4QXZBB,1,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,large round,"['large', 'round']","['large', 'round']","['large', 'round']",large round,train,170ad77d-99ec-4607-87fe-98f9d3429c3c,nose
769,A22HIX1M4QXZBB,2,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,short thin line,"['short', 'thin', 'line']","['short', 'thin', 'line']","['short', 'thin', 'line']",short thin line,train,65dc15ec-9535-4169-bbdc-551bb2902853,mouth
558,A22HIX1M4QXZBB,2,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,long half circle,"['long', 'half', 'circle']","['long', 'half', 'circle']","['long', 'half', 'circle']",long half circle,train,6f7bb919-89d8-4f77-94b4-39f8f9c1842e,mouth
582,A22HIX1M4QXZBB,4,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,squiggly line,"['squiggly', 'line']","['squiggly', 'line']","['squiggly', 'line']",squiggly line,test,02144ef9-bc39-4720-a538-f83f2f5542ea,hair
128,A22HIX1M4QXZBB,4,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,straight lines,"['straight', 'line']","['straight', 'line']","['straight', 'line']",straight line,train,81a8ab9b-daf1-48bd-a806-acf35826b17c,hair
785,A22HIX1M4QXZBB,6,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,open circle,"['open', 'circle']","['open', 'circle']","['open', 'circle']",open circle,train,4786c732-0e92-4c90-81da-909fd47541d1,face
380,A22HIX1M4QXZBB,6,face,324.6,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,circular,['circular'],['circular'],['circular'],circular,train,8ea8052b-f793-4917-a4ac-2e135d2ab639,face
486,A38DXFI1TZA295,0,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,I-shaped,"['I', '-']","['i', '-']",['i'],i,train,6201aef1-badf-47ee-abb0-05a74a3a0aa1,eyes
695,A38DXFI1TZA295,0,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,oblongated,['oblongated'],['oblongated'],['oblongated'],oblongated,dev,905bbd3d-0550-42ec-a18c-a6ebd89e5791,eyes
260,A38DXFI1TZA295,1,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,fish hook,"['fish', 'hook']","['fish', 'hook']","['fish', 'hook']",fish hook,train,659bfb0a-b495-4f4c-8e21-27ed0b4bd32f,nose
422,A38DXFI1TZA295,1,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,right arrow,"['right', 'arrow']","['right', 'arrow']","['right', 'arrow']",right arrow,train,26683848-0530-4a8a-82e9-4f28586f85e8,nose
92,A38DXFI1TZA295,2,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,U-shaped,"['u', '-']","['u', '-']",['u'],u,train,84ba5a6a-4ca4-4ac5-b0e8-38680a4035c3,mouth
780,A38DXFI1TZA295,2,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,oval with 2 humps,"['oval', 'with', '2', 'hump']","['oval', 'with', '2', 'hump']","['oval', 'with', '2', 'hump']",oval with 2 hump,train,0ba1eb54-19dc-493c-95aa-0a8b604bac07,mouth
284,A38DXFI1TZA295,4,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,slanted lines,"['slanted', 'line']","['slanted', 'line']","['slanted', 'line']",slanted line,dev,db35a42f-b57b-4904-a01b-93064258e9b3,hair
3,A38DXFI1TZA295,4,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,tilted lines,"['tilt', 'line']","['tilt', 'line']","['tilt', 'line']",tilt line,test,f5493c2f-40b2-4f1f-9726-44bf52a8c4e3,hair
232,A38DXFI1TZA295,6,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,balloon-shaped,"['balloon', '-']","['balloon', '-']",['balloon'],balloon,train,4c2f1bc3-f299-4954-b4da-e8f00c80bcd8,face
171,A38DXFI1TZA295,6,face,549.4,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,broken oval,"['broken', 'oval']","['broken', 'oval']","['broken', 'oval']",broken oval,train,b2a35787-0a54-46bb-9ac8-496f5649fa79,face
515,AKQAI78JTXXC9,0,face,366.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,small oval,"['small', 'oval']","['small', 'oval']","['small', 'oval']",small oval,train,bfc33bb8-3f74-46b8-a66a-7d37b5533c7b,eyes
96,AKQAI78JTXXC9,0,face,366.0,/raid/xiaoyuz1/amazon_turk/2022_03_21_release,vertical line,"['vertical', 'line']","['vertical', 'line']","['vertical', 'line']",vertical line,train,3e6c177d-478e-42c4-bbd8-c3e35a8d73a3,eyes
